transportation_mode,commute_distance_km,flights_per_year,diet_type,meat_consumption_kg_per_month,electricity_usage_kwh,gas_usage_therms,water_usage_gallons,recycling_percentage,new_clothes_per_month,car_type,monthly_carbon_footprint_kg,household_size,vehicle_fuel_efficiency_km_per_l,renewable_energy_percentage,heating_fuel_type
private,43.45203725131256,2,omnivore,13.838225412994195,307.1736444536051,56.35357782321022,3141.625136451783,5.618281519866109,7.762141248149632,petrol,2344.289426241837,4,8.9,19,Gas
private,5316.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",8.0,lpg,3084.0,3,10.4,59,
walk/bicycle,26.76887381493365,1,omnivore,11.778125691947707,393.9317575994393,137.10045631878637,523.7963576772356,46.39161882022928,4.840907801996758,hybrid,1652.0151672918892,3,16.0,46,Gas
walk/bicycle,62.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",25.0,,1455.0,2,12.0,56,Electric
walk/bicycle,46.55741474821256,1,vegan,8.714014263371103,114.37053713301859,48.668893215671694,2006.0248004138637,1.9340566356272793,1.4315040506242704,petrol,1095.838164202048,3,8.6,29,Electric
public,1215.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",39.0,,2336.0,3,12.2,59,Electric
private,3826.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",7.0,lpg,2045.0,2,11.7,65,
private,2946.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",4.0,lpg,3004.0,2,10.7,58,
public,1933.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",35.0,,1522.0,2,12.3,59,Electric
walk/bicycle,27.924643377875203,2,vegetarian,0.6162513165865069,675.7470611906433,176.9353270784265,2125.8529580763743,68.58523900664323,6.495048579056033,diesel,2395.9305147071996,4,11.7,75,Gas
private,9819.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",21.0,petrol,4086.0,4,7.9,66,
public,8.987782889080986,1,vegetarian,8.337588284597349,991.9929579578852,185.2354947923638,2556.1692506893287,13.046600056537272,8.530635912766776,hybrid,2884.396593783854,4,18.2,27,Gas
public,39.14302407337013,1,omnivore,14.00380884335641,345.99159014413567,176.2807978059781,1818.8618055342656,12.766697009159234,6.457983002000535,petrol,2380.884010221718,4,9.4,20,Gas
walk/bicycle,22.122094395015747,0,omnivore,18.779709714528753,829.1499598086626,199.3165412504731,3018.254388931808,1.0476531396059419,0.15293847428538676,diesel,3393.094418610985,4,12.8,7,Gas
public,1035.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",22.0,,702.0,2,12.0,65,Electric
public,1405.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",24.0,,1877.0,2,11.8,60,Electric
public,39.69182607853302,4,omnivore,17.680920299522025,125.78497025318535,133.93166915719183,4449.338869921097,32.11046985102596,9.420250873958572,diesel,3053.4209012587203,5,10.9,33,Gas
private,4.506950840949997,0,vegetarian,4.344383797932716,544.7092417085241,107.38003639688809,3232.1456559212584,71.47774737662445,1.7384042670439914,petrol,2233.1295092542236,3,11.6,82,Gas
private,8525.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",44.0,lpg,3837.0,4,9.0,55,
private,48.375778182812326,4,omnivore,7.888524186910151,311.9521398664279,28.20338409135288,2559.777130250844,92.5943387463719,4.986886729993128,none,1664.2167030662783,3,8.8,82,Gas
public,1973.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",41.0,,1742.0,3,11.3,56,Electric
walk/bicycle,95.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",0.0,,1132.0,1,12.0,56,Electric
walk/bicycle,8.461372907108789,3,vegan,5.86674337815378,177.06986128686032,193.37654568351297,2779.051198334518,20.774456962390474,3.332254636036871,none,2247.6891844528964,3,10.8,31,Gas
private,7434.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],27.0,diesel,4768.0,4,10.3,46,
walk/bicycle,66.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",32.0,,1747.0,2,11.1,54,Electric
walk/bicycle,56.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",20.0,,1793.0,2,12.5,63,Electric
private,3662.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",44.0,electric,2046.0,3,23.7,70,
walk/bicycle,73.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],17.0,,1477.0,2,12.0,64,Electric
private,6040.0,0,omnivore,0.0,0.0,0.0,0.0,['Plastic'],49.0,lpg,2779.0,3,10.0,51,
walk/bicycle,62.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",22.0,,1564.0,2,11.8,74,Electric
walk/bicycle,46.0,0,omnivore,0.0,0.0,0.0,0.0,['Plastic'],21.0,,2777.0,2,11.8,63,Electric
walk/bicycle,91.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",5.0,,1724.0,2,11.3,55,Electric
public,1631.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],38.0,,1605.0,2,11.7,44,Electric
walk/bicycle,19.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],31.0,,1975.0,2,12.9,54,Electric
public,447.0,0,vegetarian,0.0,0.0,0.0,0.0,[],12.0,,1594.0,2,11.5,67,Electric
public,6.885692354763967,0,omnivore,2.0231814765154343,579.74527895093,159.34740155735878,4082.338109763924,78.98488028816145,8.299120436123902,hybrid,2926.281634532363,4,17.3,48,Gas
walk/bicycle,33.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",47.0,,2183.0,3,11.4,47,Electric
public,36.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",30.0,,1923.0,2,11.4,54,Electric
private,180.0,0,vegetarian,0.0,0.0,0.0,0.0,[],39.0,diesel,3227.0,3,14.0,41,
walk/bicycle,92.0,0,omnivore,0.0,0.0,0.0,0.0,[],7.0,,2526.0,2,12.5,58,Electric
public,446.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",22.0,,2292.0,2,11.5,54,Electric
walk/bicycle,13.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",42.0,,2405.0,3,11.8,62,Electric
public,8.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],27.0,,3316.0,3,12.1,42,Electric
public,1746.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",10.0,,1946.0,2,11.4,59,Electric
walk/bicycle,0.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],36.0,,1322.0,2,11.2,67,Electric
public,15.995972654046863,4,omnivore,18.39618477170491,149.64600302941042,133.06741921195763,3120.0993174097807,66.69676425037811,8.174114811849735,petrol,2590.212434282373,4,11.5,59,Gas
public,1877.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",14.0,,2164.0,2,12.2,47,Electric
public,1961.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],47.0,,3152.0,3,11.5,54,Electric
walk/bicycle,43.748117528353106,1,vegetarian,5.9867709403646625,781.2834049909804,166.97640457446968,2572.268537906544,76.00342865165224,6.144718787565763,diesel,2571.556406349088,4,10.2,58,Gas
private,13.961832728416624,1,omnivore,17.475366604211192,803.7529493536948,123.86733067318372,1254.7784975865734,76.02825682386688,6.565950722026031,hybrid,2406.499204723244,3,16.6,79,Gas
public,1127.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",14.0,,2243.0,2,12.3,61,Electric
private,7175.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",5.0,petrol,3852.0,3,9.8,62,
private,3722.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",35.0,lpg,1843.0,3,10.7,34,
private,9942.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",28.0,petrol,5071.0,4,8.4,42,
private,48.65229218194049,1,vegetarian,5.02856904602452,427.04436312184725,167.56938723224607,3375.375236533038,78.69013874323282,0.11744900199112451,petrol,2694.4767862256253,4,8.4,52,Gas
walk/bicycle,92.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",37.0,,1605.0,2,12.3,57,Electric
public,35.74390982387933,2,omnivore,16.233544194309356,100.32965880402959,113.04757495764358,3353.022047368616,54.239209868285464,9.268159514647031,none,2451.0304414337434,4,10.0,51,Electric
walk/bicycle,5.226059946574341,1,omnivore,8.979765093034839,725.3537821773613,144.7821850772538,4145.789165859434,9.53525539001372,0.11230191671022904,none,3159.973733682664,3,11.4,14,Gas
public,1041.0,0,omnivore,0.0,0.0,0.0,0.0,['Plastic'],22.0,,1442.0,2,11.1,58,Electric
public,98.0,0,omnivore,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",13.0,,2157.0,2,12.2,61,Electric
private,33.61222654744713,4,vegan,15.716153772364024,405.51181738474844,48.8875050233599,4072.3143205295,90.25995795268084,7.0168349040667515,petrol,2320.418978719033,4,9.6,95,Gas
walk/bicycle,70.0,0,pescatarian,0.0,0.0,0.0,0.0,[],14.0,,2171.0,2,11.7,53,Electric
public,121.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",27.0,,1679.0,2,13.0,56,Electric
private,41.92207494557079,2,omnivore,16.98081201667032,775.8050927225764,42.004295490318945,711.0428161697646,83.31271359338001,0.904693151775019,none,1693.2555953841413,3,9.7,74,Gas
private,36.23600863074485,1,vegetarian,9.478698514100243,203.71527115412914,103.58608861229446,3571.407567196884,82.66562215340359,0.7223647644255504,none,2019.2406727528198,3,10.0,70,Gas
public,722.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",26.0,,1537.0,2,11.9,64,Electric
walk/bicycle,8.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],3.0,,2314.0,2,11.3,64,Electric
public,18.751398206239482,5,omnivore,12.24296218194511,352.9486514319145,133.99524887256956,1367.2348494433938,95.98797230966622,1.2700294309839955,electric,1977.825017200383,3,21.3,60,Gas
private,7203.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",8.0,electric,1218.0,2,18.3,58,
private,23.130838924221457,1,vegetarian,4.988024329925079,734.0675836939657,175.94206690000667,1026.9837364822038,91.61157176826393,8.064600782110961,petrol,2138.1309397644645,4,10.5,88,Gas
private,0.4717125633078634,4,omnivore,15.298170559100583,676.6856531520208,140.52835622543705,1585.8914255939665,8.031795832542665,1.1493067210525643,hybrid,2443.6961218484203,3,17.7,14,Gas
public,44.253822825819306,3,omnivore,19.607626690721826,938.2365969143174,104.73409919803247,3733.9142809470873,89.21016221640112,9.723650234550583,none,3426.983438865015,5,9.0,59,Electric
public,629.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],23.0,,1368.0,2,12.6,63,Electric
walk/bicycle,1.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",28.0,,1687.0,2,12.3,54,Electric
private,42.672868519044805,2,omnivore,3.4122544543309963,646.6564898054842,36.154148072237824,527.0514653998493,40.29412136542305,9.08577593099753,none,1172.6815129525196,3,8.8,56,Gas
walk/bicycle,68.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",2.0,,1279.0,1,12.2,50,Electric
walk/bicycle,17.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",9.0,,2757.0,2,12.3,57,Electric
walk/bicycle,29.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",9.0,,1536.0,2,13.0,57,Electric
public,574.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",0.0,,1455.0,1,12.4,77,Electric
private,31.195406519934355,3,omnivore,2.715886593010459,131.15075824546406,192.9267199007339,1194.128174223702,33.39734529960878,8.778314002471747,none,1763.5718861552052,3,9.2,42,Gas
walk/bicycle,38.992958595420376,5,vegan,11.198105593277361,266.8393272876241,146.90674466674724,2538.537602420465,80.32416267090113,4.594331412450935,none,2045.1423897241284,3,9.2,61,Gas
walk/bicycle,22.74243019552451,1,omnivore,13.14336825951872,377.8719660383707,155.741705297208,1838.484478741155,3.8940334804694055,4.123590439231485,petrol,2232.001927466574,3,11.1,9,Gas
private,28.536647266075647,2,omnivore,14.712786931098751,490.34186161019295,180.86764502764723,1332.706368846047,51.23183125495097,7.22639194798443,petrol,2492.728423702638,4,9.8,47,Gas
public,1199.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",21.0,,2232.0,2,12.5,66,Electric
public,1158.0,0,vegetarian,0.0,0.0,0.0,0.0,['Plastic'],28.0,,1210.0,2,11.0,44,Electric
private,27.03532480554524,5,vegetarian,13.067900354646536,158.57329458520167,170.87023058840558,3377.4646688603098,57.06898732975052,5.8421967286456855,diesel,2482.6721563036385,4,11.9,57,Gas
private,3597.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",5.0,lpg,2906.0,2,11.5,60,
private,45.11721183014223,1,omnivore,11.963130565166809,249.15769243662137,134.8727683173176,1691.2391124182852,46.743304717500614,3.088829030065053,diesel,2072.1294647021386,3,9.7,49,Gas
public,1728.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass']",33.0,,1657.0,2,11.1,66,Electric
public,43.8661535896647,2,vegetarian,11.20948006826522,414.8711503969208,181.05022884314093,2211.933584315173,65.03006057181949,0.299339261431385,none,2212.7843459135624,3,9.3,67,Gas
walk/bicycle,41.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",3.0,,772.0,1,11.7,69,Electric
walk/bicycle,7.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",28.0,,1489.0,2,11.2,67,Electric
private,21.818762154001377,0,vegetarian,9.68757416201335,438.55322268936544,33.182818484982434,2533.5322508167355,19.59510338401693,6.396018510695239,none,1517.7832476680123,3,10.8,33,Gas
walk/bicycle,60.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",32.0,,2277.0,2,12.2,58,Electric
public,1405.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",22.0,,1453.0,2,11.7,55,Electric
private,5868.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",1.0,hybrid,2436.0,2,14.9,55,
walk/bicycle,40.96901553840245,1,vegan,15.823866472687842,752.1526992861301,108.65635581829487,945.1612963763,20.36761793898546,2.13359988715582,petrol,1632.8489538780823,3,8.9,30,Electric
public,850.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",21.0,,1614.0,2,11.3,49,Electric
walk/bicycle,11.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",12.0,,1437.0,2,11.6,43,Electric
public,455.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",29.0,,1622.0,2,11.9,61,Electric
public,934.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",29.0,,1765.0,2,11.9,50,Electric
walk/bicycle,15.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",31.0,,2024.0,2,12.5,73,Electric
walk/bicycle,16.0,0,omnivore,0.0,0.0,0.0,0.0,['Plastic'],33.0,,3676.0,3,12.0,50,Electric
public,780.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],30.0,,1256.0,2,11.7,49,Electric
public,1768.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",1.0,,873.0,1,11.6,77,Electric
public,1114.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",48.0,,1581.0,3,11.1,55,Electric
public,10.373225350526106,4,vegetarian,7.679049259158295,532.7766051964132,111.59367180976467,1160.643808660269,94.47598389454558,0.296164330378893,diesel,1586.5167819290334,2,13.3,75,Electric
private,19.316311391535674,3,omnivore,16.99117703586835,429.7561452161389,132.80811656111672,3287.9716320700986,17.46936591439674,7.981506397310715,petrol,2918.984809128891,4,11.0,27,Gas
private,28.41473320484092,2,omnivore,4.096479355715941,440.9893028680618,137.2510501976672,2681.9139877403863,93.73085462390937,6.9062027598862565,none,2273.9172651840004,4,8.9,86,Gas
walk/bicycle,45.905687453594055,1,omnivore,1.59354984860834,266.68197451500885,27.938343374512932,3611.2656566100277,23.202423509686408,7.294077951374366,diesel,1776.5872435979454,4,11.0,43,Electric
public,15.800682128046217,1,vegetarian,16.901851868441394,105.97795672029108,107.74660407277857,3820.3391898494283,58.9115963634995,9.950378098541213,petrol,2117.6183549382945,4,11.7,56,Electric
public,872.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",2.0,,1044.0,1,11.4,65,Electric
public,520.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",40.0,,2703.0,3,12.1,41,Electric
walk/bicycle,10.0,0,vegetarian,0.0,0.0,0.0,0.0,[],40.0,,1280.0,2,11.9,48,Electric
public,1947.0,0,pescatarian,0.0,0.0,0.0,0.0,[],33.0,,1984.0,2,11.6,65,Electric
public,421.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],0.0,,1869.0,2,12.2,59,Electric
public,120.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",17.0,,2402.0,2,12.1,64,Electric
walk/bicycle,95.0,0,vegan,0.0,0.0,0.0,0.0,['Paper'],48.0,,2259.0,3,10.9,60,Electric
public,330.0,0,vegan,0.0,0.0,0.0,0.0,['Plastic'],16.0,,1456.0,2,12.0,83,Electric
walk/bicycle,81.0,0,vegetarian,0.0,0.0,0.0,0.0,['Metal'],35.0,,3512.0,3,11.3,75,Electric
walk/bicycle,43.0,0,vegetarian,0.0,0.0,0.0,0.0,['Paper'],7.0,,1274.0,2,12.3,63,Electric
walk/bicycle,9.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",29.0,,2647.0,2,12.5,50,Electric
private,7134.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",8.0,lpg,2424.0,3,9.1,71,
private,1771.0,0,pescatarian,0.0,0.0,0.0,0.0,['Glass'],8.0,lpg,1608.0,2,12.2,52,
private,9523.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Metal']",35.0,diesel,4822.0,4,9.8,65,
walk/bicycle,17.191202092879383,1,omnivore,13.914089251013715,256.6624199737858,47.52092881940997,2624.9858345064026,59.39351209466419,7.547121800912022,diesel,1857.0800958090238,3,12.9,73,Electric
walk/bicycle,63.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",47.0,,1827.0,2,11.5,74,Electric
private,9885.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",37.0,diesel,3561.0,4,9.1,53,
public,2.300090837478952,2,vegetarian,0.5560199711787317,100.36226796018671,27.78986991438499,3315.7828979139335,21.665512985897053,5.460424134332847,none,1489.4023875826886,2,12.5,44,Electric
walk/bicycle,81.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",8.0,,2278.0,2,11.5,56,Electric
public,1813.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",17.0,,1260.0,2,11.4,65,Electric
walk/bicycle,24.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",7.0,,1067.0,1,11.3,53,Electric
public,1271.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",22.0,,1349.0,2,11.2,69,Electric
private,11.849184881128217,3,vegan,17.914359379039023,143.7402392676251,89.43211803163267,4997.188210612683,90.27145926772806,2.985562532037289,none,2431.4345866748395,3,10.7,62,Gas
private,5566.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",44.0,diesel,4633.0,4,12.3,64,
walk/bicycle,80.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Glass']",43.0,,2901.0,3,12.0,66,Electric
walk/bicycle,8.422097928281508,0,vegetarian,2.4271217352231034,644.3083003162018,99.79398515235278,2090.2957296994045,18.408393800514176,7.284470567335635,none,1912.1577309220913,3,11.5,32,Electric
private,2767.0,0,pescatarian,0.0,0.0,0.0,0.0,['Plastic'],33.0,petrol,2453.0,3,10.7,65,
walk/bicycle,24.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",1.0,,2053.0,2,12.4,46,Electric
walk/bicycle,54.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass', 'Metal']",40.0,,2544.0,3,11.3,54,Electric
walk/bicycle,25.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",45.0,,1342.0,2,11.6,60,Electric
walk/bicycle,26.397301994737287,3,omnivore,19.313399647634416,727.6298524905003,103.9063980156337,809.4151107310549,69.39431384114862,4.376981348588758,diesel,2125.502464495827,3,12.5,56,Electric
private,8133.0,0,omnivore,0.0,0.0,0.0,0.0,[],21.0,lpg,4372.0,4,9.2,53,
private,46.00284316623968,3,vegetarian,13.485896164294664,859.6078587874341,190.02722034866758,4241.312046449199,43.31725518715782,5.089412474630083,none,3387.815252640163,5,8.2,39,Gas
public,8.66245073279302,2,omnivore,17.149863134832355,155.97949639950482,189.7298966673808,4846.85036666308,74.21710993488092,9.158074633095985,diesel,3425.2227473172597,4,14.0,61,Gas
private,4783.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic']",23.0,lpg,3344.0,3,9.5,36,
public,346.0,0,pescatarian,0.0,0.0,0.0,0.0,[],27.0,,1532.0,2,11.7,60,Electric
private,42.55272703532847,1,vegetarian,14.93289078695742,339.6710795631258,141.94159335921265,4952.282636380044,69.02328422717554,8.748028933300908,petrol,3059.3774085812515,5,10.1,54,Gas
public,36.759874377792315,2,omnivore,17.093838664546894,126.40114009391726,38.59721513764931,4424.494267288361,64.040125986874,9.450421514838322,none,2479.7101420053746,4,9.8,69,Electric
private,19.46690730442471,1,omnivore,1.983437178297991,568.6681309060464,185.3095584963708,643.0715819539604,25.07572222144745,1.6392925176201412,none,1823.8328805176982,3,10.5,34,Gas
public,30.867132760548166,1,vegan,0.5430404105336573,462.01213554424913,78.3260963354647,2373.8551790023666,37.256063802287976,4.251047547645421,hybrid,1745.677932395038,3,14.6,46,Electric
public,746.0,0,pescatarian,0.0,0.0,0.0,0.0,['Paper'],26.0,,2322.0,2,11.9,68,Electric
private,4669.0,0,omnivore,0.0,0.0,0.0,0.0,['Metal'],50.0,diesel,3469.0,4,12.1,67,
public,853.0,0,omnivore,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",0.0,,1178.0,1,11.6,67,Electric
walk/bicycle,17.53259578170081,0,omnivore,4.164616984062112,196.28471535334694,22.845748107558308,1902.478810650198,44.741436332200514,7.99711720300523,petrol,1139.9018954799046,3,10.4,51,Electric
walk/bicycle,39.866787353683534,1,vegetarian,19.940383992997756,770.1682823556172,119.93606098978262,4819.070799579326,98.88380598182204,2.5156358758997155,none,3069.2629185327437,4,9.7,56,Electric
public,18.535454099536274,3,vegan,7.6431531268771336,874.5114777747376,11.573292081738717,3130.4875704367732,61.89509173094548,1.2909924564931285,petrol,2045.0634893735057,3,10.3,54,Electric
walk/bicycle,87.0,0,pescatarian,0.0,0.0,0.0,0.0,[],22.0,,2240.0,2,11.7,69,Electric
walk/bicycle,30.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",43.0,,2167.0,3,12.7,39,Electric
private,6.548156939355759,0,vegan,4.160821024425885,907.0026724777106,102.81777647855763,4189.808336496964,29.39630438187478,4.457013308027725,diesel,2901.8872481357434,3,13.6,29,Gas
private,7233.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",40.0,petrol,3764.0,4,9.3,43,
walk/bicycle,24.0,0,vegan,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",6.0,,1246.0,1,12.5,71,Electric
private,6645.0,0,omnivore,0.0,0.0,0.0,0.0,['Paper'],33.0,petrol,6160.0,4,8.4,47,
public,7.591597299088276,2,omnivore,13.095139853327256,299.63396488067883,168.25196993103975,3614.6598442782156,86.92992399678133,4.037758755430069,diesel,2867.058159431368,3,13.0,100,Gas
public,373.0,0,vegetarian,0.0,0.0,0.0,0.0,['Glass'],11.0,,1350.0,2,12.1,60,Electric
private,13.719086168197803,1,vegetarian,8.971220559443331,484.4467027213386,180.77713933784702,2453.056060907227,58.711364012509435,2.434976262726484,none,2305.360401856265,3,11.9,62,Gas
public,22.099753332501983,1,omnivore,14.323349145146853,481.85184313642924,50.9952836900657,3458.8355988257013,1.2736358683101856,0.24284398863664403,petrol,2367.8525404767674,3,10.7,17,Electric
public,40.3453116510957,2,omnivore,18.189598414218032,135.92881204868627,106.24060795849621,655.3249160269734,60.536694371392855,2.7258410626840868,none,1510.002752261529,3,9.1,69,Electric
public,1724.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",9.0,,1897.0,2,11.7,71,Electric
walk/bicycle,8.0,0,vegetarian,0.0,0.0,0.0,0.0,[],17.0,,1107.0,2,12.6,75,Electric
private,39.49691677683271,0,vegan,15.375474555596938,603.1472125658952,126.16675225600946,1199.2060236953043,89.73902357364196,4.952960894827461,diesel,1810.0528130009625,3,10.7,69,Gas
walk/bicycle,39.0,0,omnivore,0.0,0.0,0.0,0.0,"['Paper', 'Glass', 'Metal']",20.0,,2556.0,2,10.9,68,Electric
public,23.56211658584072,1,omnivore,15.901197679258965,849.778619933031,91.47395649873036,2849.0816254799834,43.73781039713332,5.1611705571735245,petrol,2777.141747112773,4,9.5,45,Electric
walk/bicycle,46.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Glass', 'Metal']",23.0,,1862.0,2,12.5,54,Electric
private,1187.0,0,vegan,0.0,0.0,0.0,0.0,"['Plastic', 'Glass']",18.0,electric,2358.0,2,24.0,50,
public,1855.0,0,pescatarian,0.0,0.0,0.0,0.0,"['Glass', 'Metal']",4.0,,1577.0,2,10.6,52,Electric
walk/bicycle,30.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Metal']",25.0,,1440.0,2,12.2,48,Electric
private,1.0569141874778976,2,omnivore,13.407352246713469,159.6922115551318,23.968089708466202,1386.9062393105764,57.848582087410946,7.070213439307772,hybrid,1216.9375607168029,2,17.4,69,Gas
public,636.0,0,vegetarian,0.0,0.0,0.0,0.0,"['Paper', 'Plastic', 'Metal']",14.0,,1802.0,2,12.0,79,Electric
private,4.688866732779445,4,omnivore,18.388633321612577,692.334049151849,130.07718799583907,1459.365263748049,94.8839053692967,3.3281577395598703,diesel,2457.721459281629,3,12.7,84,Gas
public,1231.0,0,pescatarian,0.0,0.0,0.0,0.0,['Metal'],24.0,,2393.0,2,11.3,69,Electric
walk/bicycle,25.123143291642997,4,vegan,6.122707925638573,643.3436234230796,14.984103191199981,2956.595930583278,77.58276581953409,1.4534046141053236,diesel,1797.8320600416666,3,11.8,93,Electric
